0,1,2,3,4,5,6,7,8,9,10
237,1254,541,533,872,999,1157,1524,1162,2058,2241
305,672,307,2139,853,891,218,929,493,237,531
354,454,291,1135,732,287,800,332,38,2349,2995
375,923,1060,542,2724,226,2417,2715,2325,364,1517
160,1238,1683,1190,1218,1380,3012,1137,2284,2272,2449
1644,8,414,1571,1761,682,426,755,851,1041,885
948,1116,834,83,76,294,331,1010,1621,1620,2091
732,524,1135,287,425,134,2039,38,305,50,218
532,237,993,860,949,853,697,2059,533,541,885
1001,175,798,710,44,26,60,678,2203,907,1341
33,939,580,440,30,35,923,620,259,242,1009
260,1346,828,941,603,1256,1800,385,725,1365,792
648,1463,951,2810,366,2609,1639,2617,3125,709,2626
236,153,1109,48,633,1475,1070,602,2042,461,1847
1251,814,33,625,1629,2398,771,377,642,1270,1289
2353,2385,1743,2158,877,3344,1175,2352,1139,104,167
911,1206,95,766,15,105,831,92,461,420,678
1352,53,186,520,903,1033,28,706,444,2593,358
519,532,860,881,406,332,1887,263,807,872,237
11,1542,14,414,1623,331,10,635,1485,831,2918
416,104,1297,405,273,1120,381,505,177,22,182
30,16,40,9,8,34,390,35,51,244,668
1879,293,58,837,949,578,1257,1432,660,1157,2586
625,1832,1714,1971,2430,734,2388,2417,2802,2715,2564
208,1507,623,1824,394,123,1563,1610,416,1832,738
293,993,380,949,2908,1521,267,1879,340,387,899
351,1998,1059,1738,325,2646,1087,1118,1898,374,1961
105,143,0,716,167,51,244,693,1092,1586,420
113,728,1236,331,418,416,702,578,909,431,58
84,588,770,2602,1557,756,631,75,1666,1433,277
1105,831,517,949,524,499,406,2279,956,68,237
129,1150,745,890,1423,350,145,769,514,382,345
842,673,720,758,749,747,678,767,808,1037,656
882,2928,2451,831,1487,1971,2091,2534,1485,516,68
283,202,438,900,2438,127,183,547,1272,13,105
1709,1991,1204,130,910,2949,1797,564,1821,1175,2974
741,9,428,397,1862,600,197,848,196,3121,467
205,385,755,903,195,2537,406,130,840,375,489
307,853,807,305,50,2139,2280,929,218,237,2255
1026,836,1190,1218,1105,1644,2153,499,611,219,454
996,1190,1259,1265,155,1723,894,73,883,1139,910
627,1157,2255,1685,1102,1607,621,1489,1820,2133,726
292,642,842,19,758,26,754,514,741,424,60
2577,2514,820,2576,262,1120,2243,1287,2520,1682,1669
273,843,639,2993,1384,276,60,109,2265,95,313
104,97,1,92,960,1232,48,217,719,210,209
237,517,541,1929,1935,2058,1712,92,5,406,999
178,860,480,999,516,3,1887,2058,522,1162,2063
1042,711,1331,2624,1456,409,1586,1551,865,1070,1543
2116,293,836,914,2658,3031,273,1158,374,1535,1899
1057,1063,1978,1326,1095,1094,2020,1723,1989,929,934
530,2165,113,117,952,545,406,1162,949,999,533
2192,1866,1695,2183,1904,1326,2195,934,2205,2136,2197
9,244,67,2452,2214,2018,1525,2243,2451,2091,585
307,218,279,929,134,2131,15,780,189,1216,1148
1179,2101,1274,1406,2028,764,1315,1653,1112,2320,42
1187,1484,2852,1040,173,2063,499,524,406,1712,267
1712,1157,178,2239,283,15,104,915,788,521,880
662,321,1158,259,128,336,1253,51,766,170,7
529,153,9,101,1448,481,206,756,531,499,3
475,89,1049,312,238,893,106,743,611,26,1005
1462,2321,736,608,766,1516,975,709,426,1340,1037
1240,135,204,664,756,170,631,1297,292,17,1092
236,153,1675,839,1466,524,406,519,173,517,1244
88,242,176,156,500,337,382,1755,39,435,369
390,35,33,478,1,363,32,906,389,1125,923
1007,163,759,675,555,1075,180,1081,69,850,126
1324,5,871,1105,831,3027,1887,2056,115,531,825
1452,178,788,215,199,194,610,123,203,394,845
1331,1625,1916,1539,53,281,438,145,142,2126,42
175,1529,547,515,145,316,84,203,273,15,499
950,794,1262,1115,17,1535,547,1331,499,1712,117
908,354,1348,3,501,425,1387,891,75,376,183
40,357,1423,1033,365,334,869,790,1558,941,1485
134,276,280,383,50,381,336,40,246,51,1244
739,3223,1700,1846,3244,671,35,1051,620,1767,653
873,1285,183,219,366,499,405,433,2742,311,217
105,719,0,1545,562,174,1497,415,58,541,1232
2949,641,982,1166,651,489,1172,541,2172,2640,1658
3204,3198,2644,2657,2397,3388,2356,2814,2354,3365,2642
272,62,433,264,90,148,432,60,156,155,240
666,754,856,968,60,1712,58,533,1887,349,406
612,514,19,741,754,656,177,175,183,5,1592
1785,50,88,807,164,2235,2219,243,1309,1681,616
711,587,1272,237,68,541,293,1535,1131,1500,1158
148,814,1032,557,536,571,828,263,567,2453,2918
422,566,2209,636,573,1867,3096,617,11,331,85
117,664,151,210,211,92,643,264,1018,78,406
797,531,547,177,84,315,20,1276,1365,732,128
242,195,246,210,132,38,1033,13,1090,381,7
67,3403,1591,1618,2727,172,305,122,2479,2709,3182
617,7,5,116,381,597,192,797,15,696,756
1370,2041,2057,2857,2329,1630,271,1263,1539,214,2453
417,2,116,1451,1761,1106,1575,700,1528,437,414
51,1206,2018,1018,514,743,1241,994,44,217,291
2662,2641,2020,2974,2359,2390,1139,2409,2397,2623,2388
1859,2212,575,2435,1085,2427,387,1125,2251,1396,29
856,932,927,354,936,935,862,733,1523,942,1846
324,587,438,1590,979,437,164,685,792,448,27
1835,438,1098,625,81,45,14,218,336,228,846
559,629,51,2705,839,1453,206,1283,1166,1619,1624
134,116,315,354,184,1629,275,1120,795,2929,2514
206,199,797,7,184,1529,770,2049,1195,1635,505
808,1753,1608,203,1832,215,393,83,394,2553,964
1743,1733,1734,1732,1735,552,158,168,457,1049,438
290,1578,215,194,1563,208,1507,394,123,167,519
55,797,5,184,1210,1512,1613,499,178,1712,246
439,1095,1176,1808,1812,39,490,1344,1165,3198,3029
1270,1142,1939,2794,64,1866,1308,699,511,1018,237
67,1488,2534,2324,1613,405,2444,2243,2575,2711,2450
60,160,191,775,133,1715,909,568,86,988,564
294,277,60,856,1005,599,112,214,528,1017,211
101,1529,236,61,2478,0,1488,950,546,1299,256
803,814,769,557,27,264,271,75,303,171,1651
479,483,1099,550,226,484,1400,1538,444,706,949
2433,2293,2173,1396,1074,1889,2643,2650,2290,2640,476
985,1253,1921,1283,585,2524,325,305,1116,831,517
380,603,1459,463,956,524,184,352,933,876,4
993,864,775,975,934,1336,9,127,385,1226,388
499,406,993,340,1880,1712,860,544,480,429,780
560,420,159,629,960,2033,1619,602,2517,1240,2705
537,1487,256,3112,1657,2599,317,1244,2324,1240,486
1712,189,406,68,831,132,949,499,531,524,237
603,104,97,1110,1131,509,113,524,283,1004,331
509,798,570,1447,378,1423,1413,642,22,1713,614
470,453,23,326,1838,1528,2304,904,171,416,160
461,322,117,887,2099,876,955,251,873,150,3
18,156,769,59,247,729,507,685,484,1538,3120
1149,1115,600,1005,1130,594,9,1386,1150,498,1434
183,22,633,168,15,1298,1651,381,547,565,392
677,1563,394,2072,771,1516,1130,856,724,586,3031
350,390,358,95,113,2155,1096,819,355,324,334
509,1293,909,1005,1004,603,993,1722,831,1105,2056
1057,1133,2020,1184,1655,1978,1029,1095,60,3058,135
758,673,246,38,132,204,325,940,1118,288,62
718,766,127,212,206,565,1496,1278,1195,7,562
629,338,246,1612,662,985,1461,1453,1652,1940,1963
1731,1235,862,515,51,174,1265,2566,1105,113,905
205,795,437,149,246,1755,2267,40,290,156,1673
1973,565,1586,617,275,383,199,116,127,608,994
317,92,905,1646,27,138,59,438,331,369,1166
322,112,189,155,62,528,646,119,970,1015,663
1751,1874,352,933,621,864,994,1237,2051,524,1485
766,76,597,170,184,1195,275,633,1651,183,1503
128,280,104,484,244,1060,381,438,437,317,1599
541,2064,2599,178,1879,1171,2240,2036,1613,533,522
1677,1674,1158,209,1115,431,1131,1111,1535,1130,325
189,62,737,538,113,155,864,775,251,432,2402
98,1020,2337,2366,602,1697,2227,2858,3100,104,105
350,134,43,38,243,445,1691,279,2250,218,237
489,528,538,352,512,873,790,866,908,4,438
22,2696,2313,1237,218,945,9,560,270,658,631
1350,65,2168,2143,1332,836,1870,79,193,630,1220
541,349,2822,1228,155,162,1525,17,537,726,2706
516,231,515,908,869,941,278,454,315,435,317
1712,293,999,853,2210,949,532,2328,241,519,533
2640,2199,1085,1103,1396,1082,1385,1044,2634,2363,893
1736,1812,1810,1159,429,1679,1505,2339,2316,2063,178
1251,385,1022,713,1285,2610,718,560,839,9,517
831,470,1651,611,795,625,527,2493,1303,2508,53
332,559,1258,1975,1269,615,1004,617,1083,316,415
2239,2051,2018,68,3,788,508,541,524,2446,519
2406,909,931,1142,1899,2655,268,1894,2259,914,493
2492,812,244,2033,31,1660,1560,3461,203,1733,1732
755,1824,714,1309,1105,1118,1155,648,174,199,1150
1842,35,1086,1220,2223,25,1034,2203,1341,2183,717
1110,613,463,1459,1181,2026,578,86,1875,1333,1722
499,1131,84,331,524,519,97,14,379,1,509
38,994,178,885,1605,662,15,714,209,2328,831
97,321,104,15,92,331,728,524,283,1131,1110
800,43,134,38,891,853,2139,305,218,209,743
1063,1169,2433,2178,1094,2199,1138,1028,1396,2190,2294
294,868,594,715,212,2671,1116,1217,1734,1736,2368
1817,1986,499,1613,1880,993,885,2279,340,480,3292
305,891,307,872,218,1420,1244,1105,258,246,662
15,168,6,523,151,280,209,664,719,313,319
938,932,327,919,268,315,1523,501,340,317,733
2232,1240,338,1449,1450,246,1237,945,985,743,1231
94,1276,15,499,524,113,189,1712,86,949,860
3150,607,2831,731,800,793,657,703,1748,1357,932
16,923,624,32,1167,2208,1093,1854,2188,1043,2223
1730,272,105,175,1466,111,383,212,939,1468,170
2091,533,522,837,992,293,872,340,1162,532,1524
775,1957,669,489,1927,368,788,862,277,2328,334
2702,9,159,1126,0,1282,1253,2712,1564,994,1517
2602,1107,617,2018,1264,50,2674,1968,364,1016,185
452,942,820,979,1092,751,2584,1011,284,2285,943
1747,1777,1067,1164,1366,1187,306,153,387,68,837
787,924,988,522,401,1364,352,551,1930,431,51
39,143,1299,2961,2069,765,438,1557,763,1950,108
738,3416,177,2587,1485,2341,1105,3128,831,2778,173
790,866,4,515,908,939,912,1135,931,2153,943
56,461,171,122,904,110,1528,458,160,753,416
1256,412,272,828,53,209,26,44,743,124,96
259,317,276,713,163,590,711,210,146,117,506
396,622,655,847,2343,481,399,432,1459,1484,1105
207,349,642,614,662,291,1005,531,509,594,1014
116,184,315,1629,298,350,819,316,176,357,1864
113,14,189,349,406,1521,499,892,885,1159,380
338,1253,246,559,662,1940,325,258,1628,905,488
1712,3042,189,603,406,1,2279,86,544,860,1333
231,949,932,317,501,219,912,1157,732,134,2036
199,210,277,480,186,839,177,1658,99,1696,1057
9,1126,694,2130,212,8,1639,1121,1702,2682,1116
1868,293,1674,936,1138,1081,1209,1839,1265,1198,180
350,134,243,898,445,305,853,2139,891,872,237
255,1018,349,277,1251,713,755,189,748,237,68
1454,2305,50,275,199,88,206,631,633,1503,184
1701,1081,1384,1730,728,151,538,260,1034,197,1681
321,509,15,1232,84,97,1959,1005,379,92,480
33,10,1631,609,331,37,390,2,8,14,207
1236,2110,1532,1764,1039,45,1663,115,1515,294,1553
840,420,609,9,617,37,797,8,414,45,1531
639,1346,584,416,171,396,400,481,1595,521,418
431,1466,28,1284,38,1902,132,49,1098,505,1109
2822,629,1253,1283,662,246,1453,1921,960,559,3073
116,1106,769,238,1528,1200,897,614,490,10,141
1528,448,1575,1150,238,2567,831,104,669,159,661
173,2450,1105,545,517,949,952,2695,1244,2329,2210
184,1098,552,210,412,1891,432,986,366,583,189
445,305,50,853,929,218,499,531,292,1583,1253
1843,656,1088,113,160,431,1879,293,533,837,1887
566,1380,925,363,937,776,299,731,1315,699,1873
381,740,7,1297,183,84,1061,273,1499,22,13
1150,406,359,1387,94,993,923,1162,897,263,305
1613,2281,860,541,1244,173,519,1888,872,340,544
132,1352,1184,160,124,434,669,546,44,1476,720
3406,3171,2506,2587,1244,2444,2582,2583,3180,2348,952
856,1267,836,296,222,857,387,72,1072,79,107
1897,460,552,537,290,335,373,567,1423,4,1443
160,72,1209,568,564,118,86,1029,1066,776,480
505,50,381,116,164,221,4,20,537,316,361
143,44,1848,124,64,86,113,87,728,673,263
558,1045,1025,566,401,1737,1822,778,569,2193,1401
1734,2972,3235,966,2949,2402,3007,3328,2974,2947,283
1439,975,287,2249,125,69,79,202,555,296,512
437,618,62,103,251,428,917,509,1674,214,630
2136,1091,1643,2802,93,860,693,117,146,1396,1054
96,244,945,319,900,114,2320,426,1406,558,606
649,39,38,623,1434,693,149,1568,68,531,173
929,1930,1084,1396,545,2241,1650,831,2091,2499,1254
1665,385,799,1553,864,1039,74,1610,1564,133,1172
188,237,104,116,815,3382,350,315,1243,290,164
1264,409,1042,1962,424,1499,1666,391,2089,734,131
775,1629,900,738,125,644,160,274,840,558,729
608,632,46,1862,440,34,390,596,16,4,207
113,1226,2169,93,1939,155,903,375,895,107,65
1254,293,837,241,2009,2007,899,609,1689,660,2319
416,603,1333,1216,1114,2026,1335,86,1736,1722,1505
2341,7,54,105,1064,1586,2011,1348,87,1331,1492
189,349,909,885,113,406,603,1880,1181,1216,480
1535,1131,431,1115,1149,1111,294,2370,1130,1451,2318
160,107,524,1712,2575,2690,1888,480,1880,209,714
331,1,189,1181,127,124,44,9,380,97,1110
746,744,753,1899,1315,607,1180,804,317,2796,2133
350,275,505,2491,2133,225,365,1682,315,309,331
26,209,743,124,714,97,64,758,664,132,1241
2047,697,7,182,701,198,730,379,1087,586,459
406,283,1005,1232,349,1712,189,909,509,86,992
925,1831,2053,474,911,58,883,1368,882,1919,137
663,754,856,1004,591,60,775,984,666,840,970
264,711,1022,110,1068,587,139,62,1018,1472,156
1157,352,335,1024,2349,843,1145,1071,1450,629,586
426,2141,1617,1347,1363,524,499,178,50,40,1517
153,2529,1761,2336,1528,1061,2049,1625,116,709,517
515,280,982,394,2575,68,533,58,2446,1521,1105
124,127,48,210,132,217,1228,206,175,168,7
422,58,187,125,783,193,653,133,573,126,647
270,533,310,510,463,454,375,223,342,60,2521
1181,1110,768,1216,1459,86,1993,2279,1810,1875,956
732,514,277,651,231,790,866,869,908,628,500
897,445,279,891,305,2139,218,929,237,517,751
143,39,765,87,42,438,168,3,516,2714,51
1529,741,1641,203,170,829,3386,756,1351,1517,1502
1115,1158,213,431,1535,1131,273,669,48,136,199
519,533,541,1171,544,2058,2057,2400,192,2340,517
2687,603,1535,273,165,174,159,1050,2878,2242,1348
338,420,960,159,560,1451,2083,121,1465,2105,723
696,609,8,722,596,390,2286,45,632,1485,104
175,244,1619,694,209,600,617,174,135,1652,839
149,1586,217,147,336,1297,194,273,13,547,1331
1301,1313,667,1042,1423,769,292,1258,474,488,2655
1691,263,243,38,915,891,672,50,305,929,218
292,1583,1652,2450,488,795,1120,2577,2514,2576,15
999,795,551,1485,831,34,86,1011,199,770,1105
1260,52,312,189,396,1194,1704,1383,690,2763,9
790,866,380,919,733,519,387,273,912,338,1135
331,321,1270,499,84,189,1505,113,86,1335,909
1287,38,280,256,2585,67,116,289,184,97,435
761,139,1764,1237,177,718,794,1485,1491,2572,951
2679,1176,864,131,1303,399,735,200,1230,1617,1600
1164,726,417,134,5,1150,64,82,424,426,745
121,217,85,136,519,714,2109,1672,1612,264,95
1298,763,292,168,20,92,1228,1061,625,40,542
78,287,1092,147,519,516,412,1648,1059,237,1466
187,551,747,656,852,573,808,678,1341,568,1037
213,132,48,97,64,5,530,78,68,62,386
778,680,1542,421,2041,9,2051,726,45,8,722
935,931,937,1387,628,923,350,307,445,929,493
737,1312,1525,639,2736,271,470,510,1738,2033,559
877,2361,1259,1142,2389,1743,1813,2641,2391,2387,2397
97,92,1,113,603,189,1181,480,2059,86,1333
1053,2427,1169,1655,1067,91,1991,1084,929,1850,1066
793,138,343,129,514,373,1757,274,290,1346,1150
92,113,1944,509,189,463,1472,1539,434,489,669
1537,2035,1529,863,597,383,1545,986,174,2337,236
97,280,85,1158,290,13,2,164,531,221,939
236,529,84,280,2038,1651,366,358,1466,48,1348
2300,1449,2232,1240,743,1237,1451,121,960,2347,1014
530,457,1107,78,62,264,120,150,113,428,346
94,800,332,38,1162,1691,915,898,305,872,1097
2060,522,2239,899,1159,1148,3056,2499,2061,1524,2328
40,2202,207,33,218,30,35,588,1046,37,1
1474,210,748,186,132,1154,57,139,68,2018,3
385,153,1613,2049,409,1194,418,1061,1522,1747,137
87,124,152,217,1115,22,2216,1064,428,547,26
210,97,151,216,2234,139,1228,78,62,406,720
85,793,1107,1341,480,1456,343,1091,2417,1449,1306
726,420,504,723,1307,2,116,115,648,414,547
651,862,352,512,372,790,866,876,1526,132,1625
368,104,862,788,651,352,927,876,790,866,231
134,218,807,279,891,929,493,1293,842,44,642
1061,1641,766,756,273,1663,2003,1757,631,1659,1579
15,392,547,1962,273,19,625,865,755,792,1433
739,591,582,606,754,808,628,656,1456,338,960
34,175,304,278,1659,837,435,682,2630,2006,1427
84,1596,1210,596,350,642,505,1236,524,519,499
1712,1114,1993,603,340,993,86,860,1810,1989,544
217,1586,143,950,41,207,183,2108,765,428,186
1272,1149,1471,1562,1175,23,1488,128,337,491,244
711,1256,792,1301,1499,625,2091,1185,1313,1210,2885
278,273,212,1000,1121,1540,1208,948,263,482,974
1502,45,273,1644,20,755,373,1864,771,1247,2341
950,1310,1651,54,279,1149,2577,794,1070,1064,1308
454,273,2158,937,1314,923,38,305,891,218,327
644,1406,558,1061,600,298,998,774,496,156,2492
2059,1996,1013,1029,564,1184,1855,1094,1095,1723,1655
1485,167,978,232,2628,1206,2720,2539,43,202,104
1705,2468,1421,929,3041,1968,2054,1422,934,2531,2220
1075,1715,1843,1250,1870,1840,66,564,1716,1674,1939
97,1979,280,67,92,336,470,2156,51,831,499
1368,921,137,343,58,474,925,850,894,73,878
435,280,506,376,509,256,500,529,324,542,122
3122,2025,287,3544,329,364,2055,1079,2572,2095,3205
1868,2144,130,79,567,2421,375,1145,919,824,1687
81,411,129,324,722,53,1969,106,358,1940,1272
891,279,50,305,2280,929,1097,218,1918,493,237
326,153,1895,458,1831,565,1535,509,231,553,143
905,204,97,78,217,255,523,328,151,214,1039
35,682,671,1316,2183,3220,241,203,788,1160,1950
123,215,1832,208,394,97,189,349,92,406,113
17,693,12,46,1261,602,9,1639,212,8,652
193,86,58,72,1265,656,1341,954,133,1103,1198
1187,1485,1105,2051,173,2450,1244,517,2693,2329,2587
762,2375,473,2634,1939,125,148,850,1075,1839,133
145,478,242,383,542,164,255,1200,78,110,221
950,153,411,662,87,1586,1614,280,1539,275,101
1610,1618,1394,236,63,321,694,546,716,525,2318
313,495,316,324,711,291,1273,530,226,2459,343
340,1846,1712,532,541,872,293,522,837,533,526
1228,326,416,1347,122,1088,160,1315,1075,2133,350
1018,1270,1005,783,643,586,113,277,432,155,214
1082,651,1613,1712,349,860,293,517,38,116,1605
3251,2028,380,515,354,941,508,1456,743,218,1662
305,356,456,901,518,178,480,2446,1880,860,2059
1459,349,909,189,1335,1484,244,432,497,1284,222
765,741,176,182,1251,594,1243,348,81,273,59
155,146,909,1172,843,528,130,647,605,895,148
2167,1250,2958,1717,2022,929,1094,2023,2277,2020,574
505,2407,790,2451,2716,453,3042,2452,507,1131,290
1254,2,726,14,649,414,1460,2703,766,1195,648
340,178,544,1229,1817,909,86,524,860,444,68
593,353,926,904,1891,465,507,1368,463,3326,1327
1479,1068,759,2435,1703,1271,2076,1317,2545,947,447
520,39,258,421,504,75,1099,1533,312,505,1033
1674,954,738,564,1075,1978,133,1326,1063,1723,1726
1520,9,535,128,104,829,167,406,519,3131,956
512,566,915,872,558,2064,1880,2438,530,1418,5
776,1674,91,1829,2643,1102,2427,1063,2319,1044,1873
1171,429,1935,2282,2061,192,84,509,524,331,1005
984,2098,1090,710,759,1836,311,641,1721,2004,1724
1899,482,869,2379,2501,1894,1425,2895,1925,2357,1249
305,807,929,872,237,468,1902,167,259,128,48
44,781,187,60,573,656,1341,2189,1316,1904,1026
1528,1315,904,1088,416,1865,753,775,1670,1075,1168
1375,3310,2266,581,653,787,2943,2212,2018,24,2827
905,240,288,62,465,264,499,1613,349,853,267
104,23,321,105,420,67,434,159,174,1569,153
58,1159,340,3457,243,290,316,530,323,791,499
1228,416,171,839,64,147,1613,1336,1675,326,1824
331,14,406,603,480,1216,1459,416,1333,909,1335
873,184,372,231,790,4,869,515,831,2051,517
486,104,1270,2341,1528,2011,1023,1612,540,1633,1542
2056,831,2091,2444,1157,2064,1712,2635,259,1105,499
387,860,541,406,923,218,237,1712,533,2210,2490
49,207,1045,632,1046,798,1051,1050,1691,1062,2862
560,339,1253,960,629,1394,272,648,236,105,1483
1232,331,406,499,419,110,274,424,515,1851,657
667,743,558,312,43,1562,880,1803,2585,2631,2735
1979,376,1106,1033,1682,280,372,106,504,520,1969
189,128,1484,949,23,272,464,134,244,3283,38
896,85,491,283,520,123,1256,444,527,2554,1927
134,243,4,40,20,315,290,116,537,138,164
783,896,754,359,155,189,605,733,432,762,160
74,277,214,139,205,385,60,514,406,15,236
1169,2295,934,1861,1396,2652,1697,1067,2548,3140,1547
420,1163,18,428,597,383,326,121,716,1400,159
412,129,331,145,75,269,515,141,316,769,221
391,1433,642,273,1566,207,676,15,635,424,1644
1222,368,2982,3212,595,329,941,571,690,1181,438
50,275,350,171,184,164,381,2235,116,505,1391
801,2213,810,426,179,1712,787,1026,1005,1185,2016
382,357,116,502,20,552,221,1289,33,269,88
624,1177,1167,2223,1086,388,25,1683,1035,1842,1020
3530,1074,1082,2779,2796,368,1035,512,389,440,901
935,939,928,541,860,937,308,1124,92,831,2444
514,551,187,511,788,352,790,372,454,2056,58
929,237,493,499,349,1712,84,321,92,15,97
2082,2579,1719,2454,1978,406,194,394,916,1358,2396
798,431,741,136,203,868,565,600,140,394,1552
998,994,662,96,1158,1540,600,1115,170,1801,328
2740,1735,1175,2382,1812,1679,2297,2393,1816,273,567
1712,1879,519,885,533,340,872,1162,837,860,2285
2440,900,1897,836,223,512,466,1745,2191,2080,2068
1015,1712,499,189,992,283,764,340,1216,2279,2316
790,435,545,68,533,2241,215,194,502,1705,311
1200,1414,26,714,209,555,562,2454,743,1115,1220
523,240,895,93,264,887,242,2556,567,322,432
307,2250,429,218,929,872,1918,237,533,1040,1678
2239,429,2060,1159,2240,434,7,669,44,636,741
2161,219,2525,1847,502,151,1771,1228,81,1270,1543
369,453,814,374,324,1289,1847,168,1098,806,113
206,1283,2232,1584,105,1450,1638,0,7,633,568
637,177,562,377,756,184,1663,116,600,192,275
487,308,446,1097,1955,480,2532,1224,501,1926,1330
755,45,24,4,353,685,2182,2036,3,129,3121
903,3324,918,1691,2032,1838,1528,1609,2631,852,1016
373,376,1287,438,61,794,288,317,357,524,979
3,519,406,267,516,2285,1935,2349,68,349,541
818,238,254,1973,482,74,1038,906,1327,296,2754
20,16,765,171,587,113,916,642,155,534,616
97,538,155,113,528,783,1014,512,62,189,432
60,124,3299,244,832,186,1139,910,2492,1051,1040
438,2751,1159,251,788,786,1157,499,178,544,1148
541,526,837,3315,2323,2057,2061,697,2062,255,1272
312,491,2483,502,2630,281,2489,1647,70,766,134
512,352,184,231,4,869,508,273,246,559,743
1415,938,3099,574,1834,1169,1602,1399,1363,2827,927
2261,468,1301,168,475,2754,2417,1671,259,495,2572
2439,493,367,2726,2137,165,1333,405,288,1038,1607
1832,1276,2343,1023,461,81,1574,198,145,93,1434
1712,480,267,519,993,349,406,544,340,1323,860
772,1372,1406,180,1340,1306,2424,2870,1089,2367,3140
1244,2211,831,2210,517,2091,167,7,128,210,2450
1157,293,1712,372,2056,310,571,2242,545,2271,1485
2322,821,6,2066,1041,1499,35,1371,1433,2119,2572
67,259,51,922,242,316,59,255,324,343,896
876,790,866,515,4,908,936,508,363,932,69
44,994,486,0,565,213,96,203,431,2234,741
692,715,1052,864,1034,777,558,735,1211,131,3020
1474,599,112,2519,322,1003,953,119,666,655,586
641,1133,605,127,1040,1041,501,311,880,1691,218
950,1275,139,1271,1274,133,52,441,790,1335,19
186,23,288,1347,322,132,194,127,195,2262,343
1850,930,2650,1385,2294,934,1044,2409,1125,1678,476
276,1673,2722,245,2503,1845,2855,2576,2518,1669,261
32,2208,213,1158,209,1535,1540,273,22,1172,215
2584,2599,885,380,3270,541,544,2984,1171,1159,1935
463,331,1131,429,178,1335,1736,1808,1811,2059,1810
993,3180,2281,1929,1162,797,795,958,2646,184,1528
178,1888,2498,885,544,1880,104,788,862,368,277
1340,239,3558,2254,1876,718,1634,1172,1282,2100,135
1940,84,1628,2030,1297,366,736,520,42,1933,54
590,1423,163,1256,983,2433,1180,352,657,787,2793
1296,1602,862,716,1046,662,651,178,2554,1851,657
3041,1547,927,1170,1048,1044,2199,1736,2872,2364,2171
350,1691,445,243,38,50,2139,2250,305,891,237
279,237,173,529,78,2498,716,259,63,546,1730
585,97,603,92,14,189,113,1004,1015,1459,1110
1258,27,271,3070,286,828,448,1761,2222,207,1871
272,43,78,132,92,151,97,1711,264,113,62
2627,795,212,1126,1158,1128,213,1540,1535,273,1565
514,409,741,158,424,274,1459,713,1256,1304,676
1162,134,43,263,898,897,305,2139,891,2250,929
547,1509,1297,1061,933,15,225,515,1641,1150,1566
2570,925,647,1836,2710,1770,10,680,1177,631,642
2406,274,128,201,120,665,195,630,978,58,79
1232,948,1131,509,97,283,1005,1270,178,2279,2701
416,603,1323,97,1232,2857,406,92,780,1484,1678
92,14,97,104,283,113,509,349,189,1015,3029
2514,1650,265,1061,419,171,861,1545,2503,444,545
315,153,1501,719,770,2030,331,147,184,1529,797
283,1270,97,2857,192,2535,506,27,564,343,1357
34,531,17,580,4,588,671,49,632,1046,622
1691,445,38,50,305,891,429,218,81,44,23
1953,2082,1829,2333,1190,1192,1085,2657,2784,2861,2135
376,1247,326,283,435,411,470,3064,218,2571,1485
907,1825,2959,2193,524,2063,58,406,405,1524,2239
583,862,400,584,405,526,83,123,738,194,916
1133,107,738,512,966,1005,1674,968,1018,970,1000
148,255,795,3,831,2133,470,529,1755,244,480
116,2433,15,642,13,164,755,203,517,563,19
1524,1593,744,1152,1443,1772,1600,1378,1692,2265,259
1229,1817,1880,2026,1216,1813,1722,1808,1810,1811,2495
499,113,283,189,416,524,463,1459,1613,1333,860
86,1103,2731,1041,218,1115,151,586,454,2249,2324
586,1330,698,856,2513,1579,1003,1721,624,311,2327
880,350,870,38,263,915,50,305,891,929,218
1218,1797,131,1714,2510,1440,1604,2552,2212,1617,1246
96,714,277,26,980,237,211,64,591,189,646
69,932,363,454,435,1654,501,1305,273,219,877
164,461,896,550,312,1107,527,89,3,406,519
1335,1679,1159,1811,1812,1735,1808,697,237,949,541
896,226,1018,713,495,313,1577,325,213,664,186
1359,1899,173,2139,1200,544,775,682,1717,895,414
1449,1092,960,259,611,2225,1453,2704,1158,662,951
43,517,1188,557,729,81,396,3568,386,2056,872
1337,2866,2205,1607,2686,352,936,1931,1150,406,2139
1408,65,852,1371,1025,1865,79,1142,2770,656,806
2203,408,606,1066,1316,569,1695,1028,1083,1026,2270
974,311,134,332,38,2036,263,2250,305,279,218
170,1904,507,1313,2091,133,527,132,437,140,638
2167,1326,1717,167,346,104,23,51,92,128,48
2058,697,1887,862,246,256,1202,27,195,155,775
331,379,92,97,531,728,585,84,283,237,2341
790,515,908,499,1105,2091,559,246,743,259,128
343,925,251,116,27,1920,2588,1049,414,754,26
885,949,267,2241,2498,67,259,1485,831,1244,2316
488,1078,814,699,1558,1347,283,903,2633,2510,150
1577,488,1919,921,489,970,909,836,2565,514,2051
166,958,729,571,690,1384,878,187,51,59,291
1250,2427,73,1726,1840,878,1085,1396,1655,1547,2199
501,1380,2215,288,68,1244,1092,2329,2241,2285,697
1629,537,686,148,124,26,743,714,44,22,97
9,2041,2227,726,696,414,14,2,2614,1623,11
342,12,865,736,2,770,1023,39,1106,600,2941
868,87,1228,1824,8,155,489,60,925,895,2510
